,title,year,genre,description,score,soup
1359,extremely loud & incredibly close,2011,"adventure, drama, mystery","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.",6.48443583562533,"extremely loud & incredibly close english stephen daldry adventure, drama, mystery tom hanks, thomas horn, sandra bullock, zoe caldwell, dennis hearn, paul klementowicz, julian tepper, caleb reynolds, john goodman, max von sydow, stephen mckinley henderson, lorna pruce, viola davis, jeffrey wright, hazelle goodman"
1360,night at the museum,2006,"adventure, comedy, family",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,6.308704487850463,"night at the museum english, italian, hebrew shawn levy adventure, comedy, family ben stiller, carla gugino, dick van dyke, mickey rooney, bill cobbs, jake cherry, ricky gervais, robin williams, kim raver, patrick gallagher, rami malek, pierfrancesco favino, charlie murphy, steve coogan, mizuo peck"
1361,no country for old men,2007,"crime, drama, thriller",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,7.922009920171822,"no country for old men english, spanish ethan coen, joel coen crime, drama, thriller tommy lee jones, javier bardem, josh brolin, woody harrelson, kelly macdonald, garret dillahunt, tess harper, barry corbin, stephen root, rodger boyce, beth grant, ana reeder, kit gwin, zach hopkins, chip love"
1362,21,2008,"crime, drama, history","""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",6.586616416981206,"21 english robert luketic crime, drama, history jim sturgess, kevin spacey, kate bosworth, aaron yoo, liza lapira, jacob pitts, laurence fishburne, jack mcgee, josh gad, sam golzari, helen carey, jack gilpin, donna lows, butch williams, ben campbell"
1363,the tree of life,2011,"drama, fantasy","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",6.532470520923599,"the tree of life english terrence malick drama, fantasy brad pitt, sean penn, jessica chastain, hunter mccracken, laramie eppler, tye sheridan, fiona shaw, jessica fuselier, nicolas gonda, will wallace, kelly koonce, bryce boudoin, jimmy donaldson, kameron vaughn, cole cockburn"
1364,knocked up,2007,"comedy, romance","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",6.732030348298938,"knocked up english judd apatow comedy, romance seth rogen, katherine heigl, paul rudd, leslie mann, jason segel, jay baruchel, jonah hill, martin starr, charlyne yi, iris apatow, maude apatow, joanna kerns, harold ramis, alan tudyk, kristen wiig"
1365,ant-man,2015,"action, adventure, comedy","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",7.137666897268445,"ant-man english peyton reed action, adventure, comedy paul rudd, michael douglas, evangeline lilly, corey stoll, bobby cannavale, anthony mackie, judy greer, abby ryder fortson, michael peña, david dastmalchian, t.i., wood harris, hayley atwell, john slattery, martin donovan"
1366,rocky balboa,2006,"drama, sport","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",6.7887949627467545,"rocky balboa english, spanish sylvester stallone drama, sport sylvester stallone, burt young, antonio tarver, geraldine hughes, milo ventimiglia, tony burton, a.j. benza, james francis kelly iii, talia shire, lou dibella, mike tyson, henry g. sanders, pedro lovell, ana gerena, angelyna martinez"
1367,crank,2006,"action, crime, thriller",Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,6.668622900278703,"crank english, spanish, korean mark neveldine, brian taylor action, crime, thriller jason statham, amy smart, jose pablo cantillo, efren ramirez, dwight yoakam, carlos sanz, reno wilson, edi gathegi, glenn howerton, jay xcala, keone young, valarie rae miller, yousuf azami, laurent schwaar, david brown"
1368,madagascar: escape 2 africa,2008,"animation, adventure, comedy","The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",6.418301948660362,"madagascar: escape 2 africa english, italian eric darnell, tom mcgrath animation, adventure, comedy ben stiller, chris rock, david schwimmer, jada pinkett smith, sacha baron cohen, cedric the entertainer, andy richter, bernie mac, alec baldwin, sherri shepherd, will.i.am, elisa gabrielli, tom mcgrath, chris miller, christopher knights"
1369,season of the witch,2011,"action, adventure, fantasy","Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.",5.635062690221147,"season of the witch english, latin dominic sena action, adventure, fantasy nicolas cage, ron perlman, stephen campbell moore, stephen graham, ulrich thomsen, claire foy, robert sheehan, christopher lee, kevin rees, andrew hefler, fernanda dorogi, rebekah kennedy, matt devere, róbert bánlaki, barna illyés"
1370,this is england,2006,"crime, drama","A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",7.014393451382495,"this is england english shane meadows crime, drama thomas turgoose, stephen graham, jo hartley, andrew shim, vicky mcclure, joseph gilgun, rosamund hanson, andrew ellis, perry benson, george newton, frank harper, jack o'connell, kriss dosanjh, kieran hardcastle, chanel cresswell"
1371,dan in real life,2007,"comedy, drama, romance",A widower finds out the woman he fell in love with is his brother's girlfriend.,6.370894378747019,"dan in real life english peter hedges comedy, drama, romance steve carell, juliette binoche, dane cook, alison pill, britt robertson, marlene lawston, dianne wiest, john mahoney, norbert leo butz, amy ryan, jessica hecht, frank wood, henry priest miller, ella miller, cj adams"
1372,i am legend,2007,"drama, sci-fi, thriller","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure in this post-apocalyptic action thriller.",7.07536634338374,"i am legend english francis lawrence drama, sci-fi, thriller will smith, alice braga, charlie tahan, salli richardson-whitfield, willow smith, darrell foster, april grace, dash mihok, joanna numata, abbey, kona, samuel glen, james mccauley, marin ireland, pedro mojica"
1373,the losers,2010,"action, adventure, crime","A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",6.132686369405787,"the losers english sylvain white action, adventure, crime jeffrey dean morgan, zoe saldana, chris evans, idris elba, columbus short, óscar jaenada, jason patric, holt mccallany, peter macdissi, peter francis james, tanee mccall, mark ginther, daniel kalal, colin follenweider, garrett warren"
1374,hall pass,2011,"comedy, romance","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",5.847880884240013,"hall pass english bobby farrelly, peter farrelly comedy, romance owen wilson, jason sudeikis, jenna fischer, christina applegate, nicky whelan, richard jenkins, stephen merchant, larry joe campbell, bruce thomas, tyler hoechlin, derek waters, alexandra daddario, rob moran, lauren bowles, christa beth campbell"
1375,the number 23,2007,"crime, mystery, thriller","Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise.",6.270658740732028,"the number 23 english, chinese joel schumacher crime, mystery, thriller jim carrey, virginia madsen, logan lerman, danny huston, lynn collins, rhona mitra, michelle arthur, mark pellegrino, paul butcher, david stifel, corey stoll, ed lauter, troy kotsur, walter soo hoo, patricia belcher"
1376,the croods,2013,"animation, action, adventure","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",6.843396935042694,"the croods english kirk demicco, chris sanders animation, action, adventure nicolas cage, emma stone, ryan reynolds, catherine keener, cloris leachman, clark duke, chris sanders, randy thom"
1377,harold & kumar escape from guantanamo bay,2008,"adventure, comedy","After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.",6.35951478839578,"harold & kumar escape from guantanamo bay english, spanish, french jon hurwitz, hayden schlossberg adventure, comedy john cho, kal penn, rob corddry, jack conley, roger bart, neil patrick harris, danneel ackles, eric winter, paula garcés, jon reep, missi pyle, mark munoz, james adomian, beverly d'angelo, echo valley"
1378,the prestige,2006,"drama, mystery, sci-fi","After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.345110893478694,"the prestige english christopher nolan drama, mystery, sci-fi hugh jackman, christian bale, michael caine, piper perabo, rebecca hall, scarlett johansson, samantha mahurin, david bowie, andy serkis, daniel davis, jim piddock, christopher neame, mark ryan, roger rees, jamie harris"
1379,the strangers,2008,"horror, mystery, thriller",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,6.094873672544603,"the strangers english bryan bertino horror, mystery, thriller alex fisher, peter clayton-luce, scott speedman, liv tyler, gemma ward, kip weeks, laura margolis, glenn howerton"
1380,mr. nobody,2009,"drama, fantasy, romance","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",7.317228316452027,"mr. nobody english, mohawk jaco van dormael drama, fantasy, romance jared leto, sarah polley, diane kruger, linh dan pham, rhys ifans, natasha little, toby regbo, juno temple, clare stone, thomas byrne, audrey giacomini, laura brumagne, allan corduner, daniel mays, michael riley"
1381,4: rise of the silver surfer,2007,"action, adventure, fantasy",The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,5.67332520377581,"4: rise of the silver surfer english, japanese, chinese, arabic tim story action, adventure, fantasy ioan gruffudd, jessica alba, chris evans, michael chiklis, julian mcmahon, kerry washington, andre braugher, laurence fishburne, doug jones, beau garrett, brian posehn, zach grenier, dawn chubai, chris gailus, kevin mcnulty"
1382,stardust,2007,"adventure, family, fantasy","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",7.224170298198391,"stardust english matthew vaughn adventure, family, fantasy ian mckellen, bimbo hart, alastair macintosh, david kelly, ben barnes, kate magowan, melanie hill, charlie cox, sienna miller, henry cavill, nathaniel parker, darby hawker, frank ellis, peter o'toole, mark strong"
1383,disturbia,2007,"crime, drama, mystery",A teen living under house arrest becomes convinced his neighbor is a serial killer.,6.581461728470524,"disturbia english, spanish d.j. caruso crime, drama, mystery shia labeouf, sarah roemer, carrie-anne moss, david morse, aaron yoo, jose pablo cantillo, matt craven, viola davis, brandon caruso, luciano rauso, daniel caruso, kevin quinn, elyse mirto, suzanne rico, kent shocknek"
1384,wild hogs,2007,"action, adventure, comedy","A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",5.849166228421472,"wild hogs english walt becker action, adventure, comedy tim allen, john travolta, martin lawrence, william h. macy, ray liotta, marisa tomei, kevin durand, m.c. gainey, jill hennessy, dominic janes, tichina arnold, stephen tobolowsky, jason sklar, randy sklar, drew sidora"
1385,fracture,2007,"crime, drama, thriller","An attorney intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",6.833332782524053,"fracture english gregory hoblit crime, drama, thriller anthony hopkins, ryan gosling, david strathairn, rosamund pike, embeth davidtz, billy burke, cliff curtis, fiona shaw, bob gunton, josh stamberg, xander berkeley, zoe kazan, judith scott, gary carlos cervantes, petrea burchard"
1386,jumper,2008,"action, adventure, sci-fi",A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,6.064840862206195,"jumper english, italian, japanese, mandarin doug liman action, adventure, sci-fi hayden christensen, jamie bell, rachel bilson, diane lane, samuel l. jackson, michael rooker, annasophia robb, max thieriot, jesse james, tom hulce, kristen stewart, teddy dunn, barbara garrick, michael winther, massimiliano pazzaglia"
1387,saw iii,2006,"horror, mystery, thriller",Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.,6.119924585668889,"saw iii english darren lynn bousman horror, mystery, thriller tobin bell, shawnee smith, angus macfadyen, bahar soomekh, donnie wahlberg, dina meyer, leigh whannell, mpho koaho, barry flatman, lyriq bent, j. larose, debra mccabe, costas mandylor, betsy russell, jane luk"
1388,reign over me,2007,drama,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,6.757259369487102,"reign over me english mike binder drama adam sandler, don cheadle, jada pinkett smith, liv tyler, saffron burrows, donald sutherland, robert klein, melinda dillon, mike binder, jonathan banks, rae allen, paula newsome, john de lancie, paul butler, camille lache smith"
1389,silence,2016,"drama, history","In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",6.582299539724538,"silence english, japanese, latin martin scorsese drama, history andrew garfield, adam driver, liam neeson, tadanobu asano, ciarán hinds, issei ogata, shin'ya tsukamoto, yoshi oida, yôsuke kubozuka, kaoru endô, diego calderón, rafael kading, matthew blake, benoit masse, tetsuya igawa"
1390,wanted,2008,"action, crime, fantasy",A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,6.569580224752418,"wanted english timur bekmambetov action, crime, fantasy james mcavoy, morgan freeman, angelina jolie, terence stamp, thomas kretschmann, common, kristen hager, marc warren, david o'hara, konstantin khabenskiy, dato bakhtadze, chris pratt, lorna scott, sophiya haque, brian caspe"
1391,inkheart,2008,"adventure, family, fantasy","A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.",6.013367054548684,"inkheart english iain softley adventure, family, fantasy brendan fraser, sienna guillory, eliza bennett, richard strange, paul bettany, helen mirren, matt king, steve speirs, jamie foreman, stephen graham, mirabel o'keefe, andy serkis, john thomson, lesley sharp, tereza srbova"
1392,ocean's thirteen,2007,"crime, thriller","Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",6.7169505710872865,"ocean's thirteen english, mandarin, spanish, french steven soderbergh crime, thriller george clooney, brad pitt, matt damon, michael mantell, elliott gould, ray xifo, al pacino, adam lazarre-white, eddie jemison, don cheadle, shaobo qin, casey affleck, scott caan, bernie mac, carl reiner"
1393,vicky cristina barcelona,2008,"comedy, drama, romance","Two friends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",6.826718766680884,"vicky cristina barcelona english, spanish woody allen comedy, drama, romance rebecca hall, scarlett johansson, christopher evan welch, chris messina, patricia clarkson, kevin dunn, julio perillán, juan quesada, ricard salom, maurice sonnenberg, javier bardem, manel barceló, josep maria domènech, emilio de benito, jaume montané"
1394,hostel: part ii,2007,horror,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",5.697055244682233,"hostel: part ii english, slovak, italian, czech eli roth horror lauren german, roger bart, heather matarazzo, bijou phillips, richard burgi, vera jordanova, jay hernandez, jordan ladd, milan knazko, edwige fenech, stanislav yanevski, patrik zigo, zuzana geislerová, ivan furak, monika malácová"
1395,letters from iwo jima,2006,"action, adventure, drama","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",7.265335792173836,"letters from iwo jima japanese, english clint eastwood action, adventure, drama ken watanabe, kazunari ninomiya, ihara, ryô kase, shidô nakamura, hiroshi watanabe, takumi bando, yuki matsuzaki, takashi yamaguchi, eijiro ozaki, nae, nobumasa sakagami, lucas elliot eberl, sonny saito, steve santa sekiyoshi"
1396,we own the night,2007,"crime, drama, thriller",A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.,6.39565359051536,"we own the night english, russian, spanish james gray crime, drama, thriller joaquin phoenix, eva mendes, danny hoch, alex veadov, oleg taktarov, dominic colón, joseph d'onofrio, elena solovey, moni moshonov, mark wahlberg, maggie kiley, paul herman, robert duvall, antoni corone, craig walker"
1397,the chronicles of narnia: prince caspian,2008,"action, adventure, family","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",6.3411254250664495,"the chronicles of narnia: prince caspian english andrew adamson action, adventure, family ben barnes, georgie henley, skandar keynes, william moseley, anna popplewell, sergio castellitto, peter dinklage, warwick davis, vincent grass, pierfrancesco favino, cornell john, damián alcázar, alicia borrachero, simón andreu, predrag bjelac"
1398,avatar,2009,"action, adventure, fantasy",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,7.684401047428707,"avatar english, spanish james cameron action, adventure, fantasy sam worthington, zoe saldana, sigourney weaver, stephen lang, michelle rodriguez, giovanni ribisi, joel david moore, cch pounder, wes studi, laz alonso, dileep rao, matt gerald, sean anthony moran, jason whyte, scott lawrence"
1399,war,2007,"action, thriller","An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner.",6.07400640543054,"war english, mandarin, japanese, cantonese philip g. atwell action, thriller jet li, jason statham, john lone, devon aoki, luis guzmán, saul rubinek, ryo ishibashi, sung kang, mathew st. patrick, nadine velazquez, andrea roth, mark cheng, kane kosugi, kennedy montano, terry chen"
1400,the man from earth,2007,"drama, fantasy, sci-fi",An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,7.3073103414937215,"the man from earth english richard schenkman drama, fantasy, sci-fi david lee smith, tony todd, john billingsley, ellen crawford, annika peterson, william katt, alexis thorpe, richard riehle, steven littles, chase sprague, robbie bryan"
1401,avpr: aliens vs predator - requiem,2007,"action, horror, sci-fi","Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",5.174445200293433,"avpr: aliens vs predator - requiem english colin strause, greg strause action, horror, sci-fi steven pasquale, reiko aylesworth, john ortiz, johnny lewis, ariel gade, kristen hager, sam trammell, robert joy, david paetkau, tom woodruff jr., ian whyte, chelah horsdal, meshach peters, matt ward, michal suchánek"
1402,friday the 13th,2009,"horror, mystery, thriller","A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions.",5.685282727534247,"friday the 13th english, ukrainian marcus nispel horror, mystery, thriller jared padalecki, danielle panabaker, amanda righetti, travis van winkle, aaron yoo, derek mears, jonathan sadowski, julianna guill, ben feldman, arlen escarpeta, ryan hansen, willa ford, nick mennell, america olivo, kyle davis"
1403,love & other drugs,2010,"comedy, drama, romance",A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,6.47479679657051,"love & other drugs english edward zwick comedy, drama, romance jake gyllenhaal, anne hathaway, oliver platt, hank azaria, josh gad, gabriel macht, judy greer, george segal, jill clayburgh, kate jennings grant, katheryn winnick, kimberly scott, peter friedman, nikki deloach, natalie gold"
1404,into the wild,2007,"adventure, biography, drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",7.8481536340849845,"into the wild english, danish sean penn adventure, biography, drama emile hirsch, marcia gay harden, william hurt, jena malone, brian h. dierker, catherine keener, vince vaughn, kristen stewart, hal holbrook, jim gallien, james o'neill, malinda mccollum, paul knauls, zach galifianakis, craig mutsch"
1405,music and lyrics,2007,"comedy, music, romance","A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",6.253182658503446,"music and lyrics english marc lawrence comedy, music, romance hugh grant, scott porter, nick bacon, andrew wyatt, dan mcmillan, tom foligno, zak orth, brooke tansley, daniel stewart sherman, brad garrett, aasif mandvi, drew barrymore, haley bennett, matthew morrison, jason antoon"
1406,body of lies,2008,"action, drama, thriller",A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,6.798542744258004,"body of lies english, arabic ridley scott action, drama, thriller leonardo dicaprio, russell crowe, mark strong, golshifteh farahani, oscar isaac, ali suliman, alon aboutboul, vince colosimo, simon mcburney, mehdi nebbou, michael gaston, kais nashif, jameel khoury, lubna azabal, ghali benlafkih"
1407,i now pronounce you chuck & larry,2007,"comedy, romance","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",5.909089637705669,"i now pronounce you chuck & larry english dennis dugan comedy, romance adam sandler, kevin james, jessica biel, dan aykroyd, ving rhames, steve buscemi, nicholas turturro, allen covert, rachel dratch, richard chamberlain, nick swardson, blake clark, mary pat gleason, matt winston, lance bass"
1408,brothers,2009,"action, drama, thriller",A young man comforts his older brother's wife and children after he goes missing in Afghanistan.,6.6304653897431844,"brothers english jim sheridan action, drama, thriller tobey maguire, jake gyllenhaal, natalie portman, sam shepard, mare winningham, bailee madison, taylor geare, patrick john flueger, clifton collins jr., carey mulligan, omid abtahi, navid negahban, ethan suplee, arron shiver, ray prewitt"
1409,american gangster,2007,"biography, crime, drama","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",7.503529803964804,"american gangster english, thai, spanish ridley scott biography, crime, drama denzel washington, russell crowe, chiwetel ejiofor, josh brolin, lymari nadal, ted levine, roger guenveur smith, john hawkes, rza, yul vazquez, malcolm goodwin, ruby dee, ruben santiago-hudson, carla gugino, skyler fortgang"
1410,eastern promises,2007,"action, crime, drama",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,7.191857846220621,"eastern promises english, russian, turkish, ukrainian, urdu david cronenberg action, crime, drama josef altin, mina e. mina, aleksandar mikic, sarah-jeanne labrosse, lalita ahmed, badi uzzaman, naomi watts, doña croll, raza jaffrey, sinéad cusack, jerzy skolimowski, tatiana maslany, viggo mortensen, vincent cassel, armin mueller-stahl"
1411,man of steel,2013,"action, adventure, sci-fi","Clark Kent is an alien who as a child was evacuated from his dying world and came to Earth, living as a normal human. But when survivors of his alien home invade Earth, he must reveal himself to the world.",6.9871098117404,"man of steel english zack snyder action, adventure, sci-fi henry cavill, amy adams, michael shannon, diane lane, russell crowe, antje traue, harry lennix, richard schiff, christopher meloni, kevin costner, ayelet zurer, laurence fishburne, dylan sprayberry, cooper timberline, richard cetrone"
1412,drive,2011,"crime, drama",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.,7.5821408359435,"drive english, spanish nicolas winding refn crime, drama ryan gosling, carey mulligan, bryan cranston, albert brooks, oscar isaac, christina hendricks, ron perlman, kaden leos, jeff wolfe, james biberi, russ tamblyn, joe bucaro iii, tiara parker, tim trella, jimmy hart"
1413,the princess and the frog,2009,"animation, adventure, comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",6.651413796497638,"the princess and the frog english, french ron clements, john musker animation, adventure, comedy anika noni rose, bruno campos, keith david, michael-leon wooley, jennifer cody, jim cummings, peter bartlett, jenifer lewis, oprah winfrey, terrence howard, john goodman, elizabeth dampier, breanna brooks, ritchie montgomery, don hall"
1414,in bruges,2008,"comedy, crime, drama","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",7.585505087815825,"in bruges english martin mcdonagh comedy, crime, drama elizabeth berrington, rudy blomme, olivier bonjour, mark donovan, ann elsley, colin farrell, jean-marc favorin, ralph fiennes, brendan gleeson, eric godon, zeljko ivanek, sachi kimura, anna madeley, louis nummy, clémence poésy"
1415,mr. brooks,2007,"crime, drama, thriller",A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.,6.83765259899691,"mr. brooks english bruce a. evans crime, drama, thriller kevin costner, demi moore, dane cook, william hurt, marg helgenberger, ruben santiago-hudson, danielle panabaker, aisha hinds, lindsay crouse, jason lewis, reiko aylesworth, matt schulze, yasmine delawari, thunderbird dinwiddie, michael cole"
1416,the wolfman,2010,"drama, fantasy, horror","Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.",5.852383280255948,"the wolfman english, romany, romanian, ukrainian joe johnston drama, fantasy, horror simon merrells, gemma whelan, emily blunt, benicio del toro, mario marin-borquez, asa butterfield, cristina contes, anthony hopkins, art malik, malcolm scates, nicholas day, michael cronin, david sterne, david schofield, roger frost"
1417,atonement,2007,"drama, mystery, romance","Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",7.366286282134083,"atonement english, french joe wright drama, mystery, romance saoirse ronan, ailidh mackay, brenda blethyn, julia west, james mcavoy, harriet walter, keira knightley, juno temple, felix von simson, charlie von simson, alfie allen, patrick kennedy, benedict cumberbatch, peter wight, leander deeny"
1418,hot rod,2007,"comedy, sport",Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.,6.31613963274642,"hot rod english akiva schaffer comedy, sport andy samberg, jorma taccone, bill hader, danny mcbride, isla fisher, sissy spacek, ian mcshane, will arnett, chris parnell, chester tam, mark acheson, brittany tiplady, ken kirzinger, britt irvin, alana husband"
1419,dallas buyers club,2013,"biography, drama","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",7.697614917609711,"dallas buyers club english, japanese jean-marc vallée biography, drama matthew mcconaughey, jennifer garner, jared leto, denis o'hare, steve zahn, michael o'neill, dallas roberts, griffin dunne, kevin rankin, donna duplantier, deneen tyler, j.d. evermore, ian casselberry, noelle wilcox, bradford cox"
1420,mirrors,2008,"horror, mystery",An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,6.0278230279414675,"mirrors english alexandre aja horror, mystery kiefer sutherland, paula patton, cameron boyce, arika gluck, amy smart, mary beth peil, john shrapnel, jason flemyng, tim ahern, julian glover, josh cole, ezra buzzington, aida doina, ioana abur, darren kent"
1421,jack reacher,2012,"action, crime, thriller",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,6.791051553463344,"jack reacher english christopher mcquarrie action, crime, thriller tom cruise, rosamund pike, richard jenkins, david oyelowo, werner herzog, jai courtney, vladimir sizov, joseph sikora, michael raymond-james, alexia fast, josh helman, robert duvall, james martin kelly, dylan kussman, denver milord"
1422,r.i.p.d.,2013,"action, adventure, comedy",A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.,5.7258232330945695,"r.i.p.d. english robert schwentke action, adventure, comedy jeff bridges, ryan reynolds, kevin bacon, mary-louise parker, stephanie szostak, james hong, marisa miller, robert knepper, mike o'malley, devin ratray, larry joe campbell, michael coons, chris everett, michael tow, lonnie farmer"
1423,case 39,2009,"horror, mystery, thriller","A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.",6.0663545374665,"case 39 english christian alvart horror, mystery, thriller renée zellweger, jodelle ferland, ian mcshane, bradley cooper, callum keith rennie, adrian lester, kerry o'malley, cynthia stevenson, alexander conti, philip cabrita, vanesa tomasino, mary black, domenico d'ambrosio, benita ha, j. winston carroll"
1424,death at a funeral,2007,comedy,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,6.806613853288448,"death at a funeral english frank oz comedy matthew macfadyen, keeley hawes, andy nyman, ewen bremner, daisy donovan, alan tudyk, jane asher, kris marshall, rupert graves, peter vaughan, thomas wheatley, peter egan, peter dinklage, brendan o'hea, jeremy booth"
1425,mamma mia!,2008,"comedy, musical, romance",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group,6.276753936733101,"mamma mia! english, greek phyllida lloyd comedy, musical, romance amanda seyfried, stellan skarsgård, pierce brosnan, nancy baldwin, colin firth, heather emmanuel, colin davis, rachel mcdowall, ashley lilley, meryl streep, julie walters, christine baranski, ricardo montez, mia soteriou, enzo squillino jr."
